DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 5:26:35,26,18.22,515,123,OFF,0
2/23 5:26:36,26,18.52,513,119,OFF,0
2/23 5:26:37,26,17.93,512,116,OFF,0
2/23 5:26:38,26,18.52,511,119,OFF,0
2/23 5:26:39,26,18.22,511,119,OFF,0
2/23 5:26:40,26,18.22,515,179,OFF,0
2/23 5:26:41,26,18.52,516,123,OFF,0
2/23 5:26:42,26,18.52,512,129,OFF,0
2/23 5:26:43,26,18.22,514,233,OFF,0
2/23 5:26:44,26,18.52,514,123,OFF,0
2/23 5:26:45,26,18.52,514,141,OFF,0
2/23 5:26:46,26,18.52,514,140,OFF,0
2/23 5:26:47,26,18.52,519,186,OFF,0
2/23 5:26:48,26,18.22,511,185,OFF,0
2/23 5:26:49,26,18.22,513,207,OFF,0
2/23 5:26:50,26,18.22,515,137,OFF,0
2/23 5:26:51,26,18.52,510,119,OFF,0
2/23 5:26:52,26,18.52,514,171,OFF,0
2/23 5:26:53,26,18.22,514,189,OFF,0
2/23 5:26:54,26,18.52,514,141,OFF,0
2/23 5:26:55,26,18.22,517,118,OFF,0
2/23 5:26:56,26,18.52,514,119,OFF,0
2/23 5:26:57,26,17.93,511,129,OFF,0
2/23 5:26:58,26,18.52,517,120,OFF,0
2/23 5:26:59,26,18.22,514,127,OFF,0
2/23 5:27:0,26,17.93,512,248,OFF,0
2/23 5:27:1,26,18.81,513,197,OFF,0
2/23 5:27:2,26,18.52,516,197,OFF,0
2/23 5:27:3,26,18.22,514,246,OFF,0
2/23 5:27:4,26,18.22,518,112,OFF,0
2/23 5:27:5,26,18.22,513,239,OFF,0
2/23 5:27:6,26,18.22,514,114,OFF,0
2/23 5:27:7,26,18.52,513,118,OFF,0
2/23 5:27:8,26,18.52,515,172,OFF,0
2/23 5:27:9,26,18.52,515,122,OFF,0
2/23 5:27:10,26,18.52,514,177,OFF,0
2/23 5:27:11,26,18.52,513,174,OFF,0
2/23 5:27:12,26,18.22,515,115,OFF,0
2/23 5:27:13,26,18.22,514,112,OFF,0
2/23 5:27:14,26,18.22,512,118,OFF,0
2/23 5:27:15,26,18.22,517,128,OFF,0
2/23 5:27:16,26,18.22,516,180,OFF,0
2/23 5:27:17,26,18.81,518,167,OFF,0
2/23 5:27:18,26,18.52,516,120,OFF,0
2/23 5:27:19,26,18.52,515,119,OFF,0
2/23 5:27:20,26,18.22,514,151,OFF,0
2/23 5:27:21,26,18.52,511,178,OFF,0
2/23 5:27:22,26,18.22,516,121,OFF,0
2/23 5:27:23,26,18.52,516,118,OFF,0
2/23 5:27:24,26,18.52,513,116,OFF,0
2/23 5:27:25,26,18.52,515,130,OFF,0
2/23 5:27:26,26,18.52,515,119,OFF,0
2/23 5:27:27,26,17.93,512,146,OFF,0
2/23 5:27:28,26,18.22,515,264,OFF,0
2/23 5:27:29,26,18.52,513,120,OFF,0
2/23 5:27:30,26,18.52,514,123,OFF,0
2/23 5:27:31,26,18.52,511,130,OFF,0
2/23 5:27:32,26,18.52,515,121,OFF,0
2/23 5:27:33,26,18.22,517,116,OFF,0
2/23 5:27:34,26,18.52,511,270,OFF,0
2/23 5:27:35,26,18.52,513,132,OFF,0
2/23 5:27:36,26,18.22,514,115,OFF,0
2/23 5:27:37,26,18.22,512,115,OFF,0
2/23 5:27:38,26,18.52,517,132,OFF,0
2/23 5:27:39,26,18.22,517,171,OFF,0
2/23 5:27:40,26,18.22,513,112,OFF,0
2/23 5:27:41,26,18.52,513,146,OFF,0
2/23 5:27:42,26,18.22,515,174,OFF,0
2/23 5:27:43,26,18.22,514,232,OFF,0
2/23 5:27:44,26,18.22,517,118,OFF,0
2/23 5:27:45,26,18.22,516,188,OFF,0
2/23 5:27:46,26,18.52,514,124,OFF,0
2/23 5:27:47,26,18.22,513,122,OFF,0
2/23 5:27:48,26,18.22,515,146,OFF,0
2/23 5:27:49,26,18.52,511,116,OFF,0
2/23 5:27:50,26,18.52,514,117,OFF,0
2/23 5:27:51,26,18.81,512,118,OFF,0
2/23 5:27:52,26,18.22,514,148,OFF,0
2/23 5:27:53,26,18.22,510,124,OFF,0
2/23 5:27:54,26,18.22,514,156,OFF,0
2/23 5:27:55,26,17.93,515,121,OFF,0
2/23 5:27:56,26,18.22,517,233,OFF,0
2/23 5:27:57,26,18.52,512,122,OFF,0
2/23 5:27:58,26,18.52,510,178,OFF,0
